customer_id,tenure_months,contract,internet_service,monthly_charges,total_charges,tech_support,online_security,paperless_billing,payment_method,num_support_calls,senior_citizen,partner,dependents,churn
CUST-03952,72,Month-to-month,No,40.62,2742.05,Yes,No,Yes,Electronic check,2,0,Yes,Yes,0
CUST-03953,3,One year,DSL,83.94,319.14,Yes,No,Yes,Electronic check,4,1,Yes,No,0
CUST-03954,6,Month-to-month,No,53.84,380.73,No,No,No,Credit card,2,0,No,No,1
CUST-03955,48,Month-to-month,DSL,62.96,2846.02,No,Yes,No,Credit card,0,0,Yes,No,0
CUST-03956,62,One year,Fiber optic,54.89,3249.89,No,Yes,Yes,Bank transfer,1,1,Yes,No,0
CUST-03957,13,Two year,Fiber optic,44.58,625.03,No,No,Yes,Credit card,3,0,Yes,No,0
CUST-03958,1,One year,DSL,83.1,164.45,Yes,No,Yes,Credit card,3,0,No,Yes,0
CUST-03959,0,Two year,Fiber optic,57.84,52.96,Yes,No,No,Credit card,2,0,Yes,Yes,0
CUST-03960,20,Month-to-month,Fiber optic,29.08,636.06,Yes,Yes,No,Mailed check,1,0,Yes,Yes,0
CUST-03961,11,Month-to-month,DSL,78.78,871.82,No,Yes,No,Bank transfer,2,0,No,Yes,1
CUST-03962,0,Month-to-month,No,34.86,31.7,Yes,No,Yes,Electronic check,2,0,Yes,No,0
CUST-03963,21,Month-to-month,Fiber optic,36.17,752.48,No,Yes,Yes,Credit card,0,0,Yes,No,0
CUST-03964,0,One year,DSL,94.82,85.71,Yes,Yes,Yes,Credit card,1,0,Yes,No,1
CUST-03965,37,One year,DSL,35.09,1206.22,No,No,No,Bank transfer,1,0,No,Yes,0
CUST-03966,8,One year,No,18.0,159.86,No,No,Yes,Mailed check,0,0,No,Yes,0
CUST-03967,0,One year,No,80.57,83.3,No,Yes,No,Mailed check,3,1,No,No,0
CUST-03968,21,One year,DSL,57.4,1212.77,No,Yes,Yes,Mailed check,2,0,Yes,No,0
CUST-03969,12,Month-to-month,DSL,59.56,731.94,No,No,Yes,Electronic check,1,1,No,Yes,1
CUST-03970,72,Month-to-month,Fiber optic,57.14,4326.36,No,No,Yes,Mailed check,0,1,No,No,0
CUST-03971,18,One year,DSL,70.79,1222.91,No,No,No,Electronic check,2,0,Yes,No,0
CUST-03972,7,Month-to-month,DSL,46.18,358.73,No,No,Yes,Credit card,0,1,No,Yes,1
CUST-03973,29,Month-to-month,No,101.9,2867.13,No,No,No,Mailed check,0,0,No,Yes,1
CUST-03974,7,Month-to-month,DSL,28.09,215.11,Yes,No,Yes,Credit card,1,0,No,No,0
CUST-03975,56,One year,Fiber optic,76.12,4172.31,No,No,Yes,Bank transfer,1,0,No,No,0
CUST-03976,11,Month-to-month,DSL,81.05,954.87,Yes,No,Yes,Electronic check,4,0,No,No,0
CUST-03977,19,One year,Fiber optic,46.01,890.74,Yes,Yes,No,Electronic check,1,1,No,No,0
CUST-03978,1,One year,Fiber optic,39.41,82.62,No,No,Yes,Credit card,1,0,No,No,0
CUST-03979,13,Month-to-month,Fiber optic,90.43,1144.26,Yes,No,Yes,Bank transfer,0,0,No,No,1
CUST-03980,42,One year,Fiber optic,40.23,1753.5,Yes,No,Yes,Electronic check,1,0,Yes,No,0
CUST-03981,39,One year,No,49.83,1809.13,Yes,No,Yes,Electronic check,1,0,Yes,Yes,0
CUST-03982,6,One year,Fiber optic,87.18,588.69,No,Yes,No,Bank transfer,2,0,No,No,1
CUST-03983,6,One year,Fiber optic,65.87,428.94,No,No,Yes,Electronic check,1,0,No,No,0
CUST-03984,40,Month-to-month,No,20.07,857.26,No,No,No,Electronic check,4,0,Yes,No,0
CUST-03985,63,One year,Fiber optic,108.68,7013.76,No,No,No,Bank transfer,1,0,No,No,0
CUST-03986,2,Month-to-month,Fiber optic,51.75,150.5,No,No,No,Bank transfer,0,0,No,No,0
CUST-03987,14,Two year,Fiber optic,54.93,859.24,Yes,No,Yes,Mailed check,2,0,Yes,No,0
CUST-03988,9,Two year,Fiber optic,71.39,719.75,Yes,No,Yes,Credit card,1,0,No,No,0
CUST-03989,49,One year,Fiber optic,80.63,4204.01,No,Yes,No,Bank transfer,2,0,No,No,0
CUST-03990,2,Month-to-month,Fiber optic,114.03,344.04,Yes,No,No,Credit card,1,0,Yes,No,0
CUST-03991,5,Month-to-month,DSL,23.5,128.54,Yes,Yes,Yes,Electronic check,0,0,Yes,No,0
CUST-03992,33,Month-to-month,Fiber optic,85.65,2890.1,No,No,Yes,Electronic check,5,0,No,No,0
CUST-03993,1,Month-to-month,Fiber optic,83.58,175.03,No,Yes,No,Electronic check,1,0,No,Yes,1
CUST-03994,16,Month-to-month,No,61.57,975.65,Yes,Yes,Yes,Electronic check,6,1,No,No,0
CUST-03995,14,Month-to-month,Fiber optic,84.68,1294.22,No,Yes,No,Credit card,3,1,Yes,No,1
CUST-03996,9,Month-to-month,No,88.36,819.71,No,No,Yes,Credit card,2,0,Yes,No,1
CUST-03997,12,Two year,DSL,30.45,383.12,No,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-03998,18,Month-to-month,Fiber optic,108.74,1885.69,No,Yes,Yes,Mailed check,2,0,No,Yes,0
CUST-03999,4,Two year,DSL,26.03,123.78,Yes,No,Yes,Bank transfer,1,0,No,No,0
CUST-04000,20,Two year,Fiber optic,36.62,781.66,No,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-04001,39,Month-to-month,Fiber optic,58.46,2120.44,No,No,No,Electronic check,2,0,No,Yes,0
CUST-04002,34,One year,DSL,113.12,3753.44,No,No,No,Mailed check,3,1,No,Yes,0
CUST-04003,4,Month-to-month,DSL,57.29,284.86,No,No,No,Bank transfer,2,1,No,Yes,0
CUST-04004,3,One year,DSL,64.2,267.66,No,No,No,Electronic check,0,1,No,Yes,0
CUST-04005,7,Month-to-month,No,100.8,755.44,No,No,Yes,Electronic check,0,0,No,Yes,1
CUST-04006,10,Month-to-month,Fiber optic,57.49,585.58,Yes,No,Yes,Electronic check,2,0,No,No,0
CUST-04007,12,One year,DSL,35.54,429.93,No,No,No,Bank transfer,2,0,Yes,Yes,0
CUST-04008,27,Month-to-month,DSL,54.57,1429.44,No,Yes,Yes,Electronic check,3,0,Yes,No,1
CUST-04009,1,One year,No,99.27,197.7,No,No,Yes,Bank transfer,0,1,No,Yes,1
CUST-04010,0,Month-to-month,No,66.77,70.1,No,No,No,Mailed check,2,1,Yes,No,1
CUST-04011,11,Month-to-month,No,113.27,1330.07,Yes,Yes,Yes,Mailed check,1,0,No,No,0
CUST-04012,28,Month-to-month,Fiber optic,83.45,2276.58,Yes,Yes,No,Credit card,1,0,No,No,1
CUST-04013,5,Month-to-month,DSL,48.88,296.81,No,Yes,No,Mailed check,2,0,No,No,1
CUST-04014,24,Month-to-month,Fiber optic,66.28,1530.63,Yes,No,Yes,Mailed check,1,0,Yes,Yes,0
CUST-04015,7,Month-to-month,Fiber optic,43.67,316.0,Yes,No,Yes,Credit card,1,0,Yes,No,0
CUST-04016,52,Month-to-month,No,48.29,2535.8,No,No,No,Mailed check,3,1,Yes,No,0
CUST-04017,54,Two year,Fiber optic,120.0,6148.19,No,Yes,Yes,Credit card,0,0,No,No,0
CUST-04018,8,Month-to-month,No,90.47,781.57,No,Yes,Yes,Mailed check,2,1,Yes,No,1
CUST-04019,6,One year,Fiber optic,86.53,566.14,No,No,Yes,Electronic check,1,0,Yes,Yes,1
CUST-04020,12,Month-to-month,No,49.42,666.69,No,Yes,No,Bank transfer,2,0,Yes,No,1
CUST-04021,6,Two year,Fiber optic,104.24,693.71,No,No,No,Electronic check,2,0,No,No,1
CUST-04022,26,Month-to-month,Fiber optic,92.49,2415.72,Yes,No,No,Electronic check,2,1,No,Yes,1
CUST-04023,41,Month-to-month,Fiber optic,112.04,4400.88,Yes,No,No,Electronic check,4,0,Yes,No,1
CUST-04024,26,Month-to-month,DSL,110.83,2731.26,No,No,No,Electronic check,3,0,Yes,No,1
CUST-04025,41,Month-to-month,Fiber optic,28.02,1149.64,No,No,Yes,Bank transfer,1,0,No,Yes,0
CUST-04026,12,One year,DSL,37.25,498.93,Yes,No,No,Credit card,1,1,Yes,No,0
CUST-04027,4,Month-to-month,Fiber optic,39.91,190.12,Yes,No,Yes,Credit card,3,0,Yes,Yes,1
CUST-04028,32,Two year,Fiber optic,41.4,1389.62,No,No,Yes,Electronic check,2,0,Yes,No,1
CUST-04029,10,Month-to-month,Fiber optic,73.09,727.52,No,No,No,Bank transfer,1,0,Yes,No,1
CUST-04030,26,Month-to-month,Fiber optic,50.83,1283.65,No,No,Yes,Electronic check,2,0,Yes,Yes,1
CUST-04031,7,One year,No,116.81,859.46,No,No,No,Bank transfer,2,0,No,Yes,0
CUST-04032,2,Month-to-month,No,112.62,324.49,No,No,Yes,Credit card,0,0,No,No,1
CUST-04033,72,Two year,Fiber optic,64.84,4894.96,No,No,No,Electronic check,1,0,Yes,Yes,0
CUST-04034,4,Month-to-month,DSL,113.88,544.36,Yes,Yes,Yes,Credit card,5,0,No,Yes,1
CUST-04035,72,One year,DSL,102.2,7389.71,No,Yes,Yes,Credit card,0,0,No,No,0
CUST-04036,72,Month-to-month,Fiber optic,53.73,4058.48,No,No,Yes,Bank transfer,1,1,Yes,Yes,0
CUST-04037,37,Two year,Fiber optic,18.0,652.51,Yes,Yes,Yes,Bank transfer,1,1,Yes,Yes,0
CUST-04038,25,One year,DSL,59.55,1478.41,Yes,Yes,Yes,Bank transfer,1,1,No,No,0
CUST-04039,20,Month-to-month,Fiber optic,48.88,937.38,No,Yes,No,Credit card,4,0,No,Yes,0
CUST-04040,48,Month-to-month,Fiber optic,70.16,3274.05,No,No,No,Bank transfer,3,0,Yes,Yes,0
CUST-04041,8,Month-to-month,Fiber optic,67.23,612.28,No,No,Yes,Mailed check,4,0,No,No,1
CUST-04042,15,Two year,DSL,66.58,1093.72,Yes,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-04043,23,Month-to-month,Fiber optic,78.09,1889.93,No,Yes,Yes,Electronic check,4,0,No,No,0
CUST-04044,12,Month-to-month,Fiber optic,34.69,406.34,No,No,Yes,Credit card,2,0,No,No,1
CUST-04045,13,Month-to-month,Fiber optic,75.28,967.02,Yes,No,No,Credit card,2,0,No,No,1
CUST-04046,9,Month-to-month,Fiber optic,54.01,545.31,No,Yes,Yes,Bank transfer,3,0,No,No,1
CUST-04047,19,One year,Fiber optic,70.0,1457.9,Yes,Yes,No,Bank transfer,1,0,No,No,0
CUST-04048,45,Two year,No,88.94,4108.85,No,No,Yes,Credit card,1,0,Yes,No,0
CUST-04049,5,Month-to-month,Fiber optic,34.39,192.7,No,No,Yes,Electronic check,2,0,No,No,1
CUST-04050,65,Two year,DSL,57.97,3505.15,No,No,No,Bank transfer,1,0,Yes,No,0
CUST-04051,28,Month-to-month,Fiber optic,62.04,1855.93,No,No,Yes,Mailed check,0,0,No,No,1
CUST-04052,41,Month-to-month,DSL,52.14,2003.42,No,No,No,Bank transfer,2,0,Yes,No,0
CUST-04053,19,Month-to-month,DSL,87.5,1614.65,No,Yes,No,Mailed check,2,1,Yes,No,0
CUST-04054,36,One year,Fiber optic,46.99,1720.38,No,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-04055,0,Two year,No,51.11,47.46,Yes,No,Yes,Mailed check,5,0,No,No,0
CUST-04056,40,Two year,DSL,47.25,1809.66,No,No,No,Electronic check,2,1,No,No,0
CUST-04057,0,Month-to-month,No,92.3,85.04,Yes,No,No,Electronic check,3,0,Yes,Yes,1
CUST-04058,52,Month-to-month,Fiber optic,52.69,2908.88,Yes,No,Yes,Electronic check,1,0,No,No,0
CUST-04059,72,Month-to-month,No,76.5,5130.7,Yes,No,Yes,Electronic check,4,0,No,Yes,0
CUST-04060,8,Two year,DSL,114.39,1070.38,Yes,No,Yes,Mailed check,2,0,Yes,No,0
CUST-04061,5,Two year,No,63.13,359.44,No,Yes,Yes,Bank transfer,3,0,No,Yes,0
CUST-04062,34,One year,DSL,92.8,3323.46,No,Yes,No,Electronic check,1,0,No,No,0
CUST-04063,7,Month-to-month,DSL,106.78,890.54,Yes,No,Yes,Bank transfer,3,0,Yes,Yes,0
CUST-04064,48,Month-to-month,DSL,90.68,4345.07,No,Yes,No,Bank transfer,5,0,Yes,No,0
CUST-04065,2,Month-to-month,No,64.58,196.75,No,Yes,Yes,Electronic check,1,0,No,No,0
CUST-04066,3,Month-to-month,No,81.05,304.72,No,No,Yes,Mailed check,3,1,No,No,0
CUST-04067,72,Month-to-month,Fiber optic,32.82,2293.9,Yes,No,No,Bank transfer,0,0,Yes,No,0
CUST-04068,26,Month-to-month,DSL,45.5,1207.55,Yes,Yes,Yes,Electronic check,0,0,Yes,No,0
CUST-04069,45,Month-to-month,Fiber optic,49.88,2357.74,Yes,No,Yes,Electronic check,2,0,No,Yes,0
CUST-04070,9,Two year,DSL,120.0,1191.73,Yes,Yes,No,Credit card,2,0,Yes,Yes,0
CUST-04071,27,One year,Fiber optic,44.69,1130.34,No,Yes,No,Bank transfer,1,0,No,No,0
CUST-04072,21,Month-to-month,Fiber optic,44.31,921.9,No,No,No,Mailed check,2,0,Yes,Yes,0
CUST-04073,22,Month-to-month,No,38.9,921.31,Yes,No,No,Bank transfer,2,0,No,No,0
CUST-04074,27,Month-to-month,Fiber optic,79.0,2070.51,Yes,Yes,No,Credit card,3,0,No,Yes,0
CUST-04075,20,One year,DSL,68.57,1375.44,Yes,Yes,Yes,Credit card,1,0,Yes,No,1
CUST-04076,13,One year,DSL,92.17,1236.75,No,Yes,No,Electronic check,1,0,Yes,No,0
CUST-04077,7,One year,Fiber optic,81.78,603.97,Yes,No,No,Mailed check,3,1,Yes,No,1
CUST-04078,35,One year,Fiber optic,30.49,1045.47,No,No,Yes,Bank transfer,1,0,No,Yes,0
CUST-04079,6,Month-to-month,DSL,44.82,320.83,No,No,Yes,Electronic check,2,0,Yes,No,1
CUST-04080,28,Month-to-month,Fiber optic,99.13,2953.44,Yes,Yes,Yes,Credit card,0,1,Yes,No,1
CUST-04081,6,Month-to-month,No,59.92,414.04,No,No,No,Mailed check,5,0,Yes,Yes,0
CUST-04082,23,Month-to-month,No,94.69,2276.68,No,No,Yes,Mailed check,1,0,Yes,Yes,0
CUST-04083,32,One year,Fiber optic,61.26,1981.52,No,No,No,Credit card,2,1,No,No,0
CUST-04084,5,Month-to-month,Fiber optic,40.81,222.0,No,Yes,Yes,Electronic check,0,0,Yes,Yes,1
CUST-04085,1,Month-to-month,DSL,57.42,115.36,No,No,No,Electronic check,1,0,Yes,No,1
CUST-04086,3,Month-to-month,DSL,40.8,171.28,Yes,No,Yes,Bank transfer,2,0,No,No,1
CUST-04087,22,Two year,Fiber optic,50.86,1092.78,Yes,Yes,Yes,Mailed check,1,0,No,No,0
CUST-04088,45,Month-to-month,Fiber optic,70.02,3373.34,No,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-04089,1,One year,DSL,77.79,163.31,No,No,Yes,Electronic check,3,0,Yes,No,0
CUST-04090,31,Month-to-month,No,25.25,744.35,Yes,No,Yes,Mailed check,4,0,No,No,0
CUST-04091,10,Month-to-month,Fiber optic,64.57,737.91,No,No,Yes,Electronic check,2,0,No,No,1
CUST-04092,15,Month-to-month,Fiber optic,50.33,806.35,No,No,Yes,Bank transfer,2,0,Yes,Yes,0
CUST-04093,63,One year,No,48.79,3028.75,Yes,Yes,Yes,Electronic check,1,0,Yes,No,0
CUST-04094,9,Month-to-month,DSL,68.32,650.2,No,Yes,No,Mailed check,4,0,No,Yes,1
CUST-04095,15,Two year,DSL,51.24,815.31,No,No,No,Credit card,1,0,No,Yes,0
CUST-04096,0,Month-to-month,DSL,99.55,102.18,No,No,No,Credit card,1,0,Yes,No,0
CUST-04097,2,Month-to-month,No,94.7,257.14,No,No,Yes,Bank transfer,0,0,No,No,0
CUST-04098,7,Two year,DSL,94.55,741.51,Yes,Yes,Yes,Mailed check,1,0,Yes,No,0
CUST-04099,0,Month-to-month,No,52.63,52.5,No,Yes,Yes,Bank transfer,2,0,Yes,Yes,1
CUST-04100,23,One year,DSL,40.94,888.08,No,No,No,Bank transfer,4,1,No,No,0
CUST-04101,13,One year,DSL,67.05,970.02,No,No,Yes,Credit card,0,0,Yes,No,0
CUST-04102,19,Month-to-month,Fiber optic,61.24,1277.18,Yes,No,No,Credit card,3,0,Yes,No,1
CUST-04103,4,One year,Fiber optic,49.78,246.88,No,Yes,Yes,Credit card,2,0,Yes,Yes,0
CUST-04104,8,Month-to-month,DSL,35.61,294.07,No,Yes,Yes,Credit card,3,0,No,Yes,0
CUST-04105,26,Month-to-month,Fiber optic,63.96,1795.76,Yes,Yes,Yes,Electronic check,1,1,No,No,0
CUST-04106,72,Month-to-month,DSL,54.9,4090.86,No,No,No,Bank transfer,0,0,Yes,No,0
CUST-04107,1,Two year,Fiber optic,82.21,148.68,No,No,Yes,Credit card,4,0,No,No,1
CUST-04108,53,Month-to-month,No,81.63,4350.16,Yes,No,Yes,Credit card,1,0,Yes,No,0
CUST-04109,20,One year,Fiber optic,92.52,1782.01,No,No,No,Credit card,0,1,No,Yes,1
CUST-04110,19,Two year,No,33.52,617.55,Yes,Yes,No,Mailed check,2,0,No,No,0
CUST-04111,16,Month-to-month,DSL,75.03,1184.79,Yes,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-04112,1,Month-to-month,Fiber optic,46.81,89.82,Yes,No,Yes,Electronic check,2,0,Yes,No,0
CUST-04113,2,Month-to-month,DSL,34.49,106.72,Yes,Yes,Yes,Bank transfer,0,0,No,Yes,0
CUST-04114,22,Month-to-month,Fiber optic,54.28,1129.42,Yes,No,Yes,Mailed check,0,0,No,Yes,0
CUST-04115,10,Month-to-month,Fiber optic,91.72,1012.33,No,No,No,Credit card,1,1,Yes,No,1
CUST-04116,59,One year,Fiber optic,55.69,3490.7,Yes,No,Yes,Credit card,2,0,No,No,1
CUST-04117,12,Two year,Fiber optic,104.14,1348.66,No,No,No,Bank transfer,3,0,No,No,0
CUST-04118,3,Two year,No,78.72,321.91,No,No,Yes,Electronic check,2,0,Yes,No,1
CUST-04119,30,Two year,Fiber optic,55.15,1769.94,No,No,Yes,Mailed check,0,1,Yes,No,0
CUST-04120,8,Two year,DSL,94.0,852.11,No,Yes,No,Bank transfer,0,0,No,Yes,0
CUST-04121,17,Month-to-month,Fiber optic,76.13,1368.94,No,Yes,Yes,Electronic check,1,1,No,No,1
CUST-04122,28,One year,DSL,41.69,1091.37,No,Yes,No,Electronic check,1,0,Yes,Yes,1
CUST-04123,55,Two year,Fiber optic,111.47,6103.95,Yes,No,No,Credit card,2,0,Yes,No,0
CUST-04124,37,Month-to-month,DSL,71.49,2636.16,No,No,Yes,Electronic check,0,0,Yes,Yes,0
CUST-04125,27,Two year,DSL,65.47,1793.57,No,No,Yes,Electronic check,2,0,Yes,No,0
CUST-04126,27,Month-to-month,DSL,43.61,1178.19,Yes,No,Yes,Bank transfer,1,0,No,No,1
CUST-04127,70,One year,Fiber optic,94.49,6950.2,No,Yes,No,Credit card,4,0,Yes,No,0
CUST-04128,8,One year,DSL,77.93,724.76,No,No,Yes,Credit card,4,0,No,No,1
CUST-04129,0,Two year,Fiber optic,80.73,74.18,Yes,No,Yes,Credit card,2,0,Yes,No,0
CUST-04130,7,Month-to-month,Fiber optic,52.31,410.08,No,No,Yes,Bank transfer,1,0,No,Yes,0
CUST-04131,5,One year,Fiber optic,85.85,537.73,No,Yes,No,Mailed check,0,0,No,No,0
CUST-04132,26,Month-to-month,Fiber optic,87.8,2346.42,No,No,Yes,Credit card,0,0,Yes,No,0
CUST-04133,24,Month-to-month,DSL,48.28,1231.44,No,No,Yes,Mailed check,1,0,No,No,1
CUST-04134,21,One year,DSL,29.58,622.13,No,Yes,No,Mailed check,3,1,Yes,No,0
CUST-04135,0,One year,Fiber optic,79.53,76.08,Yes,No,Yes,Mailed check,2,0,No,No,1
CUST-04136,31,One year,Fiber optic,25.67,779.43,No,No,Yes,Credit card,4,0,No,No,1
CUST-04137,9,Month-to-month,Fiber optic,68.8,621.45,Yes,Yes,No,Credit card,2,0,No,No,1
CUST-04138,26,Month-to-month,DSL,53.82,1509.42,No,Yes,No,Mailed check,1,0,No,Yes,0
CUST-04139,19,One year,DSL,95.47,1818.6,Yes,Yes,Yes,Mailed check,4,0,Yes,No,0
CUST-04140,10,Month-to-month,Fiber optic,55.18,579.7,Yes,No,Yes,Credit card,4,0,No,Yes,0
CUST-04141,3,Month-to-month,DSL,92.68,375.88,No,No,Yes,Electronic check,0,0,Yes,No,1
CUST-04142,2,Two year,DSL,52.14,153.14,No,Yes,Yes,Bank transfer,3,0,No,No,0
CUST-04143,42,Month-to-month,DSL,90.0,3693.17,Yes,No,No,Mailed check,0,0,Yes,No,0
CUST-04144,60,One year,DSL,116.51,7338.39,No,Yes,Yes,Mailed check,0,0,Yes,No,0
CUST-04145,25,Month-to-month,DSL,38.3,1019.51,No,Yes,No,Mailed check,4,0,No,No,0
CUST-04146,2,Month-to-month,DSL,72.3,226.99,Yes,No,Yes,Mailed check,2,0,Yes,Yes,0
CUST-04147,12,Month-to-month,Fiber optic,120.0,1554.0,Yes,Yes,No,Bank transfer,1,0,Yes,Yes,0
CUST-04148,31,Month-to-month,Fiber optic,66.66,2140.62,No,No,Yes,Credit card,0,0,No,No,0
CUST-04149,36,Month-to-month,Fiber optic,66.54,2335.62,No,No,No,Mailed check,4,0,No,Yes,0
CUST-04150,3,Month-to-month,DSL,84.71,310.02,Yes,Yes,Yes,Credit card,1,0,No,Yes,0
CUST-04151,0,Month-to-month,No,66.03,60.48,No,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-04152,29,Month-to-month,Fiber optic,22.32,667.52,No,Yes,Yes,Electronic check,1,0,No,Yes,0
CUST-04153,10,Month-to-month,Fiber optic,93.31,941.21,Yes,No,Yes,Bank transfer,0,0,Yes,No,1
CUST-04154,7,Month-to-month,DSL,18.0,149.18,Yes,No,No,Bank transfer,0,0,No,No,0
CUST-04155,0,Month-to-month,No,54.58,54.88,Yes,No,Yes,Electronic check,2,0,No,Yes,1
CUST-04156,18,Two year,No,95.19,1689.12,No,No,Yes,Mailed check,1,0,No,No,0
CUST-04157,45,One year,DSL,56.09,2430.19,Yes,No,No,Credit card,0,0,No,No,0
CUST-04158,72,One year,No,47.66,3501.78,Yes,Yes,No,Bank transfer,0,0,No,No,0
CUST-04159,20,Month-to-month,Fiber optic,86.98,1869.72,No,No,Yes,Electronic check,0,0,No,No,1
CUST-04160,17,Two year,Fiber optic,43.72,807.35,Yes,No,Yes,Electronic check,1,0,Yes,Yes,0
CUST-04161,2,One year,Fiber optic,34.44,102.3,No,Yes,Yes,Electronic check,0,0,Yes,No,0
CUST-04162,19,One year,DSL,71.86,1326.94,Yes,No,No,Mailed check,0,0,Yes,No,0
CUST-04163,11,Month-to-month,Fiber optic,60.43,741.66,No,No,Yes,Electronic check,1,1,Yes,No,1
CUST-04164,22,Two year,DSL,33.91,794.55,Yes,Yes,No,Electronic check,0,0,Yes,Yes,0
CUST-04165,11,Two year,DSL,80.92,995.61,Yes,No,Yes,Mailed check,0,0,Yes,No,0
CUST-04166,6,Two year,Fiber optic,76.61,495.33,No,No,Yes,Bank transfer,3,0,No,No,1
CUST-04167,2,Month-to-month,No,56.01,168.48,No,Yes,Yes,Electronic check,1,1,Yes,No,0
CUST-04168,9,Month-to-month,Fiber optic,57.72,602.62,No,Yes,No,Electronic check,1,1,No,Yes,1
CUST-04169,2,Month-to-month,Fiber optic,76.76,216.1,No,No,Yes,Electronic check,2,0,No,Yes,1
CUST-04170,4,Month-to-month,DSL,94.76,477.36,No,No,Yes,Electronic check,2,0,No,No,1
CUST-04171,72,Two year,Fiber optic,57.93,3970.24,No,Yes,Yes,Electronic check,2,0,Yes,No,0
CUST-04172,14,Month-to-month,DSL,81.37,1154.72,No,No,Yes,Mailed check,3,0,Yes,Yes,0
CUST-04173,18,Month-to-month,No,79.13,1462.56,No,No,Yes,Mailed check,4,0,No,No,0
CUST-04174,49,Month-to-month,No,86.98,4497.92,No,No,Yes,Electronic check,0,1,No,No,1
CUST-04175,72,Month-to-month,No,65.98,4362.82,No,Yes,No,Credit card,1,0,No,No,0
CUST-04176,20,Month-to-month,Fiber optic,42.19,928.91,Yes,No,Yes,Mailed check,2,0,No,No,0
CUST-04177,40,One year,DSL,53.44,2225.68,Yes,No,Yes,Electronic check,0,0,Yes,No,0
CUST-04178,9,One year,Fiber optic,73.57,701.83,Yes,Yes,No,Electronic check,1,1,No,Yes,1
CUST-04179,8,Month-to-month,Fiber optic,110.46,947.54,No,No,Yes,Credit card,3,0,No,Yes,1
CUST-04180,12,Month-to-month,Fiber optic,52.9,668.75,No,Yes,No,Credit card,0,0,Yes,No,1
CUST-04181,26,Month-to-month,Fiber optic,85.12,2370.22,No,No,Yes,Electronic check,1,1,Yes,No,1
CUST-04182,27,Month-to-month,No,56.8,1435.63,Yes,No,Yes,Electronic check,3,0,Yes,No,0
CUST-04183,9,One year,Fiber optic,67.76,665.56,Yes,No,Yes,Mailed check,1,0,Yes,No,0
CUST-04184,3,One year,DSL,102.88,373.83,No,No,Yes,Mailed check,1,0,Yes,No,0
CUST-04185,24,One year,Fiber optic,84.11,1928.94,No,No,Yes,Mailed check,1,0,Yes,No,0
CUST-04186,3,One year,DSL,33.97,136.37,Yes,Yes,Yes,Mailed check,2,0,No,No,0
CUST-04187,20,Month-to-month,No,50.69,995.45,No,No,No,Electronic check,0,0,No,No,0
CUST-04188,28,Two year,Fiber optic,96.41,2533.75,No,No,Yes,Electronic check,0,0,Yes,No,0
CUST-04189,28,Two year,DSL,68.55,1838.13,Yes,No,Yes,Bank transfer,0,0,No,No,0
CUST-04190,33,Two year,Fiber optic,36.28,1148.77,No,Yes,Yes,Credit card,2,1,No,Yes,0
CUST-04191,49,Month-to-month,Fiber optic,44.53,2260.94,No,No,No,Electronic check,0,1,Yes,No,0
CUST-04192,16,Two year,DSL,82.59,1395.24,No,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-04193,31,Two year,No,89.86,2905.05,Yes,Yes,Yes,Mailed check,3,1,Yes,No,1
CUST-04194,23,Two year,Fiber optic,65.45,1500.86,Yes,No,No,Electronic check,0,1,No,Yes,0
CUST-04195,4,Month-to-month,Fiber optic,120.0,550.18,Yes,No,No,Credit card,2,0,No,Yes,1
CUST-04196,0,One year,Fiber optic,85.6,87.38,Yes,Yes,Yes,Mailed check,0,0,No,Yes,0
CUST-04197,8,Two year,DSL,58.91,488.34,No,No,No,Bank transfer,3,1,Yes,No,0
CUST-04198,14,One year,DSL,44.61,640.65,Yes,No,Yes,Mailed check,0,1,Yes,No,0
CUST-04199,23,One year,DSL,40.63,915.97,No,Yes,No,Electronic check,0,0,No,No,0
CUST-04200,45,Two year,DSL,73.39,3188.51,Yes,No,No,Bank transfer,1,1,Yes,No,0
CUST-04201,5,Month-to-month,No,52.78,313.6,No,No,No,Mailed check,2,0,No,Yes,1
CUST-04202,3,One year,DSL,106.84,395.16,No,No,No,Electronic check,1,0,Yes,No,1
CUST-04203,72,Month-to-month,No,101.66,7175.4,No,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-04204,2,Two year,No,80.83,241.47,Yes,No,Yes,Electronic check,5,0,Yes,No,0
CUST-04205,15,Month-to-month,DSL,35.53,585.73,Yes,Yes,Yes,Electronic check,3,0,No,No,0
CUST-04206,21,Month-to-month,DSL,48.19,1013.2,Yes,No,Yes,Bank transfer,2,0,Yes,No,1
CUST-04207,18,One year,No,96.39,1735.82,Yes,No,Yes,Electronic check,5,0,Yes,No,1
CUST-04208,2,One year,No,50.92,145.91,Yes,Yes,No,Bank transfer,1,0,No,No,1
